122283,A2,1111,201704,201909,訪問型独自サービスⅠ,1168,3,,,3,,,,2,2,2,,,,,,1,20170317
122283,A2,1111,201910,202103,訪問型独自サービスⅠ,1172,3,,,3,,,,2,2,2,,,,,,1,20191001
122283,A2,1111,202104,202403,訪問型独自サービスⅠ,1176,3,,,3,,,,2,2,2,,,,,,1,20210401
122283,A2,1111,202404,999999,訪問型サービス１１,1176,3,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,1113,201704,201903,訪問型独自サービスⅠ・初任,818,3,,,3,,,,2,2,2,,,,,,1,20190401
122283,A2,1114,201704,201909,訪問型独自サービスⅠ・同一,1051,3,,,3,,,,2,2,2,,,,,,1,20170317
122283,A2,1114,201910,202103,訪問型独自サービスⅠ・同一,1055,3,,,3,,,,2,2,2,,,,,,1,20191001
122283,A2,1115,201704,201903,訪問型独自サービスⅠ・初任・同一,736,3,,,3,,,,2,2,2,,,,,,1,20190401
122283,A2,2111,201704,201909,訪問型独自サービスⅠ日割,38,2,,,3,,,,2,2,2,,,,,,1,20170317
122283,A2,2111,201910,202403,訪問型独自サービスⅠ日割,39,2,,,3,,,,2,2,2,,,,,,1,20191001
122283,A2,2111,202404,999999,訪問型サービス１１日割,39,2,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,2113,201704,201903,訪問型独自サービスⅠ日割・初任,27,2,,,3,,,,2,2,2,,,,,,1,20190401
122283,A2,2114,201704,201909,訪問型独自サービスⅠ日割・同一,34,2,,,3,,,,2,2,2,,,,,,1,20170317
122283,A2,2114,201910,202103,訪問型独自サービスⅠ日割・同一,35,2,,,3,,,,2,2,2,,,,,,1,20191001
122283,A2,2115,201704,201903,訪問型独自サービスⅠ日割・初任・同一,24,2,,,3,,,,2,2,2,,,,,,1,20190401
122283,A2,1211,201704,201909,訪問型独自サービスⅡ,2335,3,,,3,,,,2,2,2,,,,,,1,20170317
122283,A2,1211,201910,202103,訪問型独自サービスⅡ,2342,3,,,3,,,,2,2,2,,,,,,1,20191001
122283,A2,1211,202104,202403,訪問型独自サービスⅡ,2349,3,,,3,,,,2,2,2,,,,,,1,20210401
122283,A2,1211,202404,999999,訪問型サービス１２,2349,3,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,1213,201704,201903,訪問型独自サービスⅡ・初任,1635,3,,,3,,,,2,2,2,,,,,,1,20190401
122283,A2,1214,201704,201909,訪問型独自サービスⅡ・同一,2102,3,,,3,,,,2,2,2,,,,,,1,20170317
122283,A2,1214,201910,202103,訪問型独自サービスⅡ・同一,2108,3,,,3,,,,2,2,2,,,,,,1,20191001
122283,A2,1215,201704,201903,訪問型独自サービスⅡ・初任・同一,1472,3,,,3,,,,2,2,2,,,,,,1,20190401
122283,A2,2211,201704,202403,訪問型独自サービスⅡ日割,77,2,,,3,,,,2,2,2,,,,,,1,20170317
122283,A2,2211,202404,999999,訪問型サービス１２日割,77,2,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,2213,201704,201903,訪問型独自サービスⅡ日割・初任,54,2,,,3,,,,2,2,2,,,,,,1,20190401
122283,A2,2214,201704,202103,訪問型独自サービスⅡ日割・同一,69,2,,,3,,,,2,2,2,,,,,,1,20170317
122283,A2,2215,201704,201903,訪問型独自サービスⅡ日割・初任・同一,48,2,,,3,,,,2,2,2,,,,,,1,20190401
122283,A2,1321,201704,201909,訪問型独自サービスⅢ,3704,3,,,3,,,,2,1,2,,,,,,1,20170317
122283,A2,1321,201910,202103,訪問型独自サービスⅢ,3715,3,,,3,,,,2,1,2,,,,,,1,20191001
122283,A2,1321,202104,202403,訪問型独自サービスⅢ,3727,3,,,3,,,,2,1,2,,,,,,1,20210401
122283,A2,1321,202404,999999,訪問型サービス１３,3727,3,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,1323,201704,201903,訪問型独自サービスⅢ・初任,2593,3,,,3,,,,2,1,2,,,,,,1,20190401
122283,A2,1324,201704,201909,訪問型独自サービスⅢ・同一,3334,3,,,3,,,,2,1,2,,,,,,1,20170317
122283,A2,1324,201910,202103,訪問型独自サービスⅢ・同一,3344,3,,,3,,,,2,1,2,,,,,,1,20191001
122283,A2,1325,201704,201903,訪問型独自サービスⅢ・初任・同一,2334,3,,,3,,,,2,1,2,,,,,,1,20190401
122283,A2,2321,201704,202103,訪問型独自サービスⅢ日割,122,2,,,3,,,,2,1,2,,,,,,1,20170317
122283,A2,2321,202104,202403,訪問型独自サービスⅢ日割,123,2,,,3,,,,2,1,2,,,,,,1,20210401
122283,A2,2321,202404,999999,訪問型サービス１３日割,123,2,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,2323,201704,201903,訪問型独自サービスⅢ日割・初任,85,2,,,3,,,,2,1,2,,,,,,1,20190401
122283,A2,2324,201704,202103,訪問型独自サービスⅢ日割・同一,110,2,,,3,,,,2,1,2,,,,,,1,20170317
122283,A2,2411,202404,999999,訪問型サービス２１,287,1,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,2511,202404,999999,訪問型サービス２２,179,1,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,2621,202404,999999,訪問型サービス２３,220,1,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,1411,202404,999999,訪問型短時間サービス,163,1,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,C211,202404,999999,訪問型高齢者虐待防止未実施減算１１,-12,3,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,C220,202404,999999,訪問型高齢者虐待防止未実施減算１１日割,-1,2,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,C212,202404,999999,訪問型高齢者虐待防止未実施減算１2,-23,3,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,C213,202404,999999,訪問型高齢者虐待防止未実施減算１2日割,-1,2,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,C214,202404,999999,訪問型高齢者虐待防止未実施減算１3,-37,3,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,C215,202404,999999,訪問型高齢者虐待防止未実施減算１3日割,-1,2,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,C216,202404,999999,訪問型高齢者虐待防止未実施減算２１,-3,1,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,C217,202404,999999,訪問型高齢者虐待防止未実施減算２２,-2,1,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,C218,202404,999999,訪問型高齢者虐待防止未実施減算２３,-2,1,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,C219,202404,999999,訪問型高齢者虐待防止未実施減算短時間,-2,1,,,3,,,,2,2,2,,,,,,1,20240401
122283,A2,D211,202504,999999,訪問型業務継続計画未策定減算１１,-12,3,,,3,,,,2,2,2,,,,,,1,20250401
122283,A2,D220,202504,999999,訪問型業務継続計画未策定減算１１日割,-1,2,,,3,,,,2,2,2,,,,,,1,20250401
122283,A2,D212,202504,999999,訪問型業務継続計画未策定減算１２,-23,3,,,3,,,,2,2,2,,,,,,1,20250401
122283,A2,D213,202504,999999,訪問型業務継続計画未策定減算１２日割,-1,2,,,3,,,,2,2,2,,,,,,1,20250401
122283,A2,D214,202504,999999,訪問型業務継続計画未策定減算１３,-37,3,,,3,,,,2,2,2,,,,,,1,20250401
122283,A2,D215,202504,999999,訪問型業務継続計画未策定減算１３日割,-1,2,,,3,,,,2,2,2,,,,,,1,20250401
